file_path,classification,reason
"skills/planning/priority-planner.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/planning/risk-plan-generator.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/planning/scenario-plan-generator.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/planning/task-breakdown.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/planning/weekly-planner.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/query/context-gap-query.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/query/contradiction-query.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/query/decision-support-query.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/query/entity-brief-query.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/query/hybrid-search-query.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/query/meeting-prep-query.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/query/pattern-query.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/query/timeline-diff-query.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/research/competitive-research.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/research/financial-research.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/research/market-trend-research.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/research/operations-research.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/research/source-extraction-research.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/research/synthesis-research.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/research/tech-stack-research.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"skills/research/topic-research.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/__init__.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/api/__init__.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/api/advanced_routes.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/api/automation_routes.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/api/enhanced_routes.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/api/routes.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/background/__init__.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/background/scheduler.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/cli.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/cli/main.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/client/__init__.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/client/auth.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/client/client.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/client/exceptions.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/core/__init__.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/core/config.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/core/db.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/core/logging_config.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/core/security.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/core_api/.env.example",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/core_api/__init__.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/core_api/auth.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/core_api/brain.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/core_api/identity.spec.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/core_api/main.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/core_api/monitoring.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/core_api/requirements.txt",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/core_api/simple_main.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/core_api/skills.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/core_api/startup_test.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/main.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/mcp/enhanced_tools.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/mcp/server.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/mcp_stdio.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/models/__init__.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/models/api.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/models/explainability.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/monitoring/health_monitor.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/plugins/core_connectors.manifest.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/plugins/core_connectors.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/__init__.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/access_control.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/adoption_service.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/agent_loop.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/backup_service.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/business_intelligence.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/call_graph_analyzer.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/caveman_compress.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/caveman_ops.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/codebase_indexer.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/command_router.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/compliance_service.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/conditional_logic.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/connector_hub.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/dashboard_service.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/decision_engine.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/embedding_service.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/evaluation_service.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/event_driven_automation.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/execution_engine.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/graph_service.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/identity_spec.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/intelligent_context_engine.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/job_queue_service.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/knowledge_graph.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/meeting_copilot.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/memory_engine.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/metrics_service.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/multi_agent_collaboration.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/multi_agent_engine.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/multimodal_ingest.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/multimodal_processor.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/openclaw_profile.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/org_ingest.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/permission_service.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/playbook_service.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/policy_engine.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/predictive_analytics.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/predictive_engine.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/response_style.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/retrieval_engine.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/reuse_service.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/reuse_validation.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/runtime_status.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/scheduled_automation.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/semantic_understanding.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/simulation_engine.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/skill_registry.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/skill_validation.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/sync_service.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/temporal_engine.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/token_optimizer.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/services/visual_workflow.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/skills/__init__.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/skills/base.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/skills/examples/__init__.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/skills/examples/extract_skill.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/skills/examples/summarize_skill.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/skills/examples/translate_skill.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/skills/registry.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/workflows/insight_to_execution.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"src/workflows/meeting_prep_end_to_end.json",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"STARTUP_GUIDE.md",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"tests/conftest.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"tests/test_adoption_service.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"tests/test_agent_loop_smoke.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"tests/test_audit_api.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"tests/test_caveman_compress.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"tests/test_caveman_ops.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"tests/test_cli_mcp_smoke.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"tests/test_client.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"tests/test_cloud_cli.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"tests/test_concurrent_runs.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"tests/test_database_integrity.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"tests/test_eval_query_api.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"tests/test_openclaw_profile.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"tests/test_production_security.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"tests/test_response_style.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"tests/test_retrieval_benchmark.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"tests/test_reuse_service.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"tests/test_reuse_stability.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"tests/test_reuse_stress.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"tests/test_reuse_validation.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"tests/test_runtime_status_api.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"tests/test_security_sync_features.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"tests/test_skill_registry_inventory.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"tests/test_skills.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"tests/test_traceability.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"velocitybrain.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"velocitybrain-open-source/.gitattributes",PUBLIC,"Installable public client distribution layer or public boundary documentation."
"velocitybrain-open-source/.github/workflows/ci.yml",PUBLIC,"Installable public client distribution layer or public boundary documentation."
"velocitybrain-open-source/CONTRIBUTING.md",PUBLIC,"Installable public client distribution layer or public boundary documentation."
"velocitybrain-open-source/docs/getting-started.md",PUBLIC,"Installable public client distribution layer or public boundary documentation."
"velocitybrain-open-source/examples/basic_usage.py",PUBLIC,"Installable public client distribution layer or public boundary documentation."
"velocitybrain-open-source/examples/skills_demo.py",PUBLIC,"Installable public client distribution layer or public boundary documentation."
"velocitybrain-open-source/integrations/claude/setup.sh",PUBLIC,"Installable public client distribution layer or public boundary documentation."
"velocitybrain-open-source/integrations/mcp/mcpServers.velocitybrain.json",PUBLIC,"Installable public client distribution layer or public boundary documentation."
"velocitybrain-open-source/integrations/openclaw/mcpServers.json",PUBLIC,"Installable public client distribution layer or public boundary documentation."
"velocitybrain-open-source/LICENSE",PUBLIC,"Installable public client distribution layer or public boundary documentation."
"velocitybrain-open-source/pyproject.toml",PUBLIC,"Installable public client distribution layer or public boundary documentation."
"velocitybrain-open-source/README.md",PUBLIC,"Installable public client distribution layer or public boundary documentation."
"velocitybrain-open-source/requirements.txt",PUBLIC,"Installable public client distribution layer or public boundary documentation."
"velocitybrain-open-source/scripts/check_public_boundary.py",PUBLIC,"Installable public client distribution layer or public boundary documentation."
"velocitybrain-open-source/src/cli/main.py",DELETE,"Legacy, duplicate, generated, or replaced during the public/private split."
"velocitybrain-open-source/src/client/__init__.py",DELETE,"Legacy, duplicate, generated, or replaced during the public/private split."
"velocitybrain-open-source/src/client/auth.py",DELETE,"Legacy, duplicate, generated, or replaced during the public/private split."
"velocitybrain-open-source/src/client/client.py",DELETE,"Legacy, duplicate, generated, or replaced during the public/private split."
"velocitybrain-open-source/src/client/exceptions.py",DELETE,"Legacy, duplicate, generated, or replaced during the public/private split."
"velocitybrain-open-source/src/mcp/enhanced_tools.py",DELETE,"Legacy, duplicate, generated, or replaced during the public/private split."
"velocitybrain-open-source/src/mcp/server.py",DELETE,"Legacy, duplicate, generated, or replaced during the public/private split."
"velocitybrain-open-source/src/skills/__init__.py",DELETE,"Legacy, duplicate, generated, or replaced during the public/private split."
"velocitybrain-open-source/src/skills/base.py",DELETE,"Legacy, duplicate, generated, or replaced during the public/private split."
"velocitybrain-open-source/src/skills/examples/__init__.py",DELETE,"Legacy, duplicate, generated, or replaced during the public/private split."
"velocitybrain-open-source/src/skills/examples/extract_skill.py",DELETE,"Legacy, duplicate, generated, or replaced during the public/private split."
"velocitybrain-open-source/src/skills/examples/summarize_skill.py",DELETE,"Legacy, duplicate, generated, or replaced during the public/private split."
"velocitybrain-open-source/src/skills/examples/translate_skill.py",DELETE,"Legacy, duplicate, generated, or replaced during the public/private split."
"velocitybrain-open-source/src/skills/registry.py",DELETE,"Legacy, duplicate, generated, or replaced during the public/private split."
"velocitybrain-open-source/src/velocitybrain_client/__init__.py",PUBLIC,"Installable public client distribution layer or public boundary documentation."
"velocitybrain-open-source/src/velocitybrain_client/cli/__init__.py",PUBLIC,"Installable public client distribution layer or public boundary documentation."
"velocitybrain-open-source/src/velocitybrain_client/cli/main.py",PUBLIC,"Installable public client distribution layer or public boundary documentation."
"velocitybrain-open-source/src/velocitybrain_client/client/__init__.py",PUBLIC,"Installable public client distribution layer or public boundary documentation."
"velocitybrain-open-source/src/velocitybrain_client/client/auth.py",PUBLIC,"Installable public client distribution layer or public boundary documentation."
"velocitybrain-open-source/src/velocitybrain_client/client/client.py",PUBLIC,"Installable public client distribution layer or public boundary documentation."
"velocitybrain-open-source/src/velocitybrain_client/client/exceptions.py",PUBLIC,"Installable public client distribution layer or public boundary documentation."
"velocitybrain-open-source/src/velocitybrain_client/mcp/__init__.py",PUBLIC,"Installable public client distribution layer or public boundary documentation."
"velocitybrain-open-source/src/velocitybrain_client/mcp/server.py",PUBLIC,"Installable public client distribution layer or public boundary documentation."
"velocitybrain-open-source/tests/conftest.py",PUBLIC,"Installable public client distribution layer or public boundary documentation."
"velocitybrain-open-source/tests/test_agent_loop_smoke.py",DELETE,"Legacy, duplicate, generated, or replaced during the public/private split."
"velocitybrain-open-source/tests/test_audit_api.py",DELETE,"Legacy, duplicate, generated, or replaced during the public/private split."
"velocitybrain-open-source/tests/test_caveman_compress.py",DELETE,"Legacy, duplicate, generated, or replaced during the public/private split."
"velocitybrain-open-source/tests/test_caveman_ops.py",DELETE,"Legacy, duplicate, generated, or replaced during the public/private split."
"velocitybrain-open-source/tests/test_cli_mcp_smoke.py",DELETE,"Legacy, duplicate, generated, or replaced during the public/private split."
"velocitybrain-open-source/tests/test_client.py",PUBLIC,"Installable public client distribution layer or public boundary documentation."
"velocitybrain-open-source/tests/test_database_integrity.py",DELETE,"Legacy, duplicate, generated, or replaced during the public/private split."
"velocitybrain-open-source/tests/test_eval_query_api.py",DELETE,"Legacy, duplicate, generated, or replaced during the public/private split."
"velocitybrain-open-source/tests/test_openclaw_profile.py",DELETE,"Legacy, duplicate, generated, or replaced during the public/private split."
"velocitybrain-open-source/tests/test_production_security.py",DELETE,"Legacy, duplicate, generated, or replaced during the public/private split."
"velocitybrain-open-source/tests/test_public_boundary.py",PUBLIC,"Installable public client distribution layer or public boundary documentation."
"velocitybrain-open-source/tests/test_response_style.py",DELETE,"Legacy, duplicate, generated, or replaced during the public/private split."
"velocitybrain-open-source/tests/test_retrieval_benchmark.py",DELETE,"Legacy, duplicate, generated, or replaced during the public/private split."
"velocitybrain-open-source/tests/test_runtime_status_api.py",DELETE,"Legacy, duplicate, generated, or replaced during the public/private split."
"velocitybrain-open-source/tests/test_security_sync_features.py",DELETE,"Legacy, duplicate, generated, or replaced during the public/private split."
"velocitybrain-open-source/tests/test_skill_registry_inventory.py",DELETE,"Legacy, duplicate, generated, or replaced during the public/private split."
"velocitybrain-open-source/tests/test_skills.py",DELETE,"Legacy, duplicate, generated, or replaced during the public/private split."
"velocitybrain-open-source/tests/test_traceability.py",DELETE,"Legacy, duplicate, generated, or replaced during the public/private split."
"velocityx.py",PRIVATE,"Hosted product, internal docs, backend, dashboard, or private runtime."
"web/app.js",DELETE,"Legacy, duplicate, generated, or replaced during the public/private split."
"web/assets/velocity-brain-logo.svg",DELETE,"Legacy, duplicate, generated, or replaced during the public/private split."
"web/index.html",DELETE,"Legacy, duplicate, generated, or replaced during the public/private split."
"web/styles.css",DELETE,"Legacy, duplicate, generated, or replaced during the public/private split."
